content,score,Label
Aplikasi belanja online no 1 . Belanja online ya di shopee tapi sayang sekarang kita gak bisa pilih jasa kirim aktifkan lagi fitur pilih jasa kirim terimaksih belanja cod di shopee asyik mantap,5,Positif
"Apalah Shopee sekarang ini harus ada saldo mengendap segala.... Beli barang, si penjual sudah memproses tp tidak ada follow up dari pihak SPX.... Endingnya uang sy masuk ke saldo shopeepay yg pastinya ga bisa sy gunakan belanja lagi karna harus ada saldo mengendap. Kalo gini caranya sy mending belanja di Tokopedia ga ribet",1,Negatif
"semoga ada layanan pengiriman kilat, khusunya untuk luar pulau. untuk saat ini selalu ngandalin kapal laut biarpun barangnya seringan kapas sehingga nyampainya lama banget,",3,
"Saya pesan empat item di Shopee, 1. Kaos bola, sepatu bola, Bola sepak, baterai, dan harganya kurang dari 200 ribu setelah sampai hampir 400 ribu, saya bayar ongkir 200 ribuan. Ya ampun bodoh banget saya selama ini, padahal kalau saya beli di toko terdekat paling uang bensin saja 10 ribu. Shopee ongkirnya luar biasa🏃‍♂️🏃‍♂️🏃‍♂️ kabur ahhh",1,Negatif
Shoppe skrg jaringannya lelet banget dan sekarang pelayanannya buruk sekali..!!. Pesanan tdk sampe ke tujuan. Di lacak posisi pesanan kita tdk jelas. Dan proses pengembalian barang / dana lama sekali hampir sebulan.,1,Negatif
"tolong kembalikan fitur ubah jasa pengirimannya, saya merasa kecewa karena metode pembayaran cod saya di matikan, padahal itu salah jasa pengirimnya yang sama sekali tidak mengabari saya bahkan tidak sekalipun pernah mengantar barang pesanan saya ke tujuannya, tolong dievaluasi pihak shoope, karena di tempat saya shoppe express lemot dan tidak sama sekali mengantar barang bahkan tidak ingin sama sekali menghubungi pihak penerima barang, jadi tolong kembalikan fitur ubah jasa pengiriman,thankyou.",3,
"Awalnya bagus tapi sekarang karena perubahan jasa kirim jadi sangat mengecewakan, paket tidak pernah sampai dan di retur secara sepihak dari SPX tanpa ada konfirmasi ke pelanggan, dengan alasan pelanggan tidak ada ditempat tapi sebenarnya SPX tidak pernah sama sekali mengantarkan ke tempat alamat tujuan dan parahnya tidak ada menghubungi sama sekali, apa begini pelayanan dari jasa kirim SPX?",1,Negatif
"Aplikasinya udah bagus, tapi saya merasa dirugikan oleh kurir yang tidak bertanggung jawab mengantarkan paket hingga tujuan, dan ternyata setelah saya cek bukti pengiriman dan koordinat yang tertera beda jauh dengan alamat yang tertera pada aplikasi, mohon kondisinya kurirnya yang seperti itu, saya jadi buang² waktu dikarenakan saya sangat membutuhkan barang tersebut dalam jangka dekat, sekian mohon diproses 🙏🏼",2,Negatif
Setiap mau klik check out keteranganya selalu barang sudah habis beberapa tapi pas di cek masih pada ada belom sold out. Kecewa bgt sih makin error sekarang. Jadi bikin pembeli dapat barang yg gk sesuai pesanan. Karena error suka jadi alasan penjual juga buat gak mau ganti barang yg gk ke kirim. Pesen produk 7 di kirim 6. Terus 1 produknya tiba2 kehapus di toko tsb. Entah itu sengaja atau gimana. Tolong lah keamanan nya lebih di tingkatkan lagi agar penjual jga lebih amanah dan pembeli juga puas,2,Negatif
"Plis shopee, ini aplikasi yang baru buat scroll ga enak banget sumpah😭 buat scroll produk ke bawah, malah yg kegeser foto produk di kotak tampilan tokonya, discroll bawah ga bisa kalo ga nyari celah ditengah2 produk2 yg berjejeran😭, plis bikin aku emosi tiap scroll produk karena nyari celah dulu biar ga nyenggol foto produk toko, ganti gaaaakkkk🥲",3,
"Shopee update 9.9 2024 sulit di scroll (Device Redmi Note 13 Pro 5G), kalo scroll pas kena gambar dia gak bisa digeser, fitur bisa geser gambar tanpa harus klik dulu memang bagus banget, tapi kalo mau scroll harus pas tulisan (bagian nama&harga produk). Harus segera diperbaiki, ini cukup menggangu kenyamanan saat mencari produk, karna jempol ini tak mungkin selalu tepat menyentuh bagian tulisan. Lain daripada itu Shopee The Best.",5,Positif
"Setelah sekian lama ga pake apk ini , sy kira sudah ada kemajuan eh ga taunya makin parah ...udah susah payah downlod taunya ga bisa loging,ga bisa daftar malah tambah lalot jaringanya",2,Negatif
"Tidak ada masalh dengan aplikasi, tapi sangat kesal dengan jasa kirim yang disediakan oleh Shopee yaitu SPX maupun SPX HEMAT ATAU SPX REGULER semuanya lambat, paket dari SPX HEMAT hampir sebulan belum sampe, pake SPX REGULER 10 hari pun belum sampe. Mau pakai jnt gabisa sekalinya bisa ga bisa pake voucher gratis ongkir, mana saya di kalimantan. Sungguh tidak akan berbelanja lagi di shopee mengecewakan",1,Negatif
"saya sebagai pengguna Shopee merekomendasikan bgt ini aplikasi ya.soalnya klok belanja"" g perlu repot"" keluar buat cari brg"" soalnya di Shopee ada.plis Shopee adain diskon besar""an sekali""!!",5,Positif
"Produknya terpercaya, sistem cod pun bagus, cuma ongkir nya mahal bangett, banyakin voucher ongkir dong, soalnya klo ongkir gede rasanya mending beli sendiri sama ga ada opsi pake dana, ovo, padahal mah adain aj, ga semua pake spaylater🙏, makasii.",4,Positif
Aplikasi yg amat sangat membatu saya satu aplikasi bisa segalanya.bisa belanja dengan bnyk gratis ongkir.ada spay later bisa belanja kebutuhan walau tanggal blm gajian ditmbh skrng ada shoope pinjam byr bulanan dengan bunga rendah.ada game jg bisa main ngilangin jenuh.pokonya top bngt dah.semoga shoope vidionya kmbali ke sistem awal bs bnyk dpt koin.mksh shopee udh bnyk bantu saya.mmmmmuuuaahhh,5,Positif
"Tampilannya sekrng beda,tulisannya lebih gede Yg paling mngecewakan,pilihan pengirimnnya sudh tdk bisa di ubah sesuai dengan yg kita inginkan Klo boleh kemblikn fiturnya sperti semula,",4,Positif
"Saya sedang merasa kecewa ttg kedatangan produk dr toko tsb. Saya kasih penilaian toko dengan ke adaan seadanya kondisi produk. Pihak shopee menambah kekecewaan saya, karena penilaiyan saya di sembunyikan pihak shopee. Tanpa ada alasan yang jelas. Dan TIDAK BISA UNTUK MERUBAH PENILAIAN tsb menjadi penilaian yg baik untuk saya dan pihak shopee. Kenapa.",4,Positif
"Aplikasi bagus tapi masih banyak kostumer yang bodong, nipu pembeli atas nama diskon dan tak sesui pesanan, mohon kedepanya 🙏🙏🙏 kalo mau daftar jadi kostumer toko harus di seleksi dulu 🙏🙏🙏🙏",5,Positif
Padahal saya sering pakai apk ini.. kenapa jadi ngga enak setelah update 9.9.. stelah ceckout jadi gak bisa milih jasa kirimm.. gak enakk poolll🙏🙏 harus milih sebelum checkout ..,1,Negatif
Aplikasi belanja online yang saya percayai sejak duluu. Barang yang dikirim selalu bagus dan sesuai.. tapi sayang metode pembayaran nyaa tidak bisa dengan aplikasi DANA,5,Positif
"sekarang kalau mau scroll jadi susah.. malah ke geser"". sm gak bisa ganti ekspedisinya. tolong balikin versi yg sebelumnya ajh",3,
"Kecewa dengan pengiriman SPX telat 1 hari konsistensi kurir SPX COD (TURUN DRASTIS). kalau bisa tanpa ratting bintang ndak akan saya kasih bintang, kemarin tertera di pengiriman estimasi sampai tanggal 5 tapi setelah tanggal 5 barang sudah di kota yang dituju mundur tanggal 6 apa itu.... Tambahan untuk pelacakan map dengan status tidak singkron jadi pelanggan bingung dan keterlambatan pergerakan pengiriman dari kota ke kota butuh waktu seharian untuk ada pergerakan kurir expedisi",1,Negatif
"Saat mau checkout tulisannya ""kamu menggunakan promo ini, mohon coba promo lainnya .jika tetap checkout akun mu dapat di blokir sesuai kebijakan shopee yang berlaku"". Auto uninstal aja makin aneh shopee ini",1,Negatif
"Sekarang shopee makin banyak potongannya. Baru tau ini td ada kenaikan. Top up sekarang baru aja kepotong 1500 di mobile banking sebelumnya di top up an spay 1000. Terus CO ada biaya layanan dan penanganan 2000. Hmmm..... Menu ubah alamat juga hilang di beberapa produk. Gak semua produk. Haduuuh Harus mulai cari2 aplikasi lain sepertinya ini. Apa ya? Hijau? Biru? Yang jelas sekarang kurang nyaman pakai shopee.. Semoga ada pembaruan yang tidak banyak potongan, dan promo smakin bagus2, menu juga",1,Negatif
Kasih bintang 3 dulu kalau bagus saya kasih bintang 5 mohon di tingkat kan lagi aplikasi nya saya pengguna baru tapi sudah gak bisa menggunakan fitur cod & yang lebih sangat mengganggu sekali selalu muncul verivikasi & tidak bisa kembali ke menu slalu saja muncul verivikasi mohon perhatian nya,3,
"Aplikasi gak jelas akun tiba tiba log out, padahal udah di update, berkali-kali login sampe buat akun baru tetep gak bisa ke log out semua, Apk rusak",1,Negatif
"2 kali belanja, paket selalu datang terlambat. Sampai 5 hari di lokasi sortir makasar nggak maju2, gimana mau telat. Jadi kesanya kurang bagus untuk pengguna baru klw belanja pertama aja sudah begitu.",3,
"Kemarin malam, saya masih sempat main game di aplikasi shopee, Berhubung baterai handphone saya tinggal 20 % jadi saya charger dulu dong handphone, saya tinggal keluar beli makanan. Pas kembali, saya cek handphone saya lalu buka aplikasi shopee, ternyata tidak bisa kebuka dan otomatis tidak bisa digunakan. Cuma ada gambar shopee 9.9 super shopping day.. Begitu terus menerus gambarnya. Sempai sekarang juga masih belum bisa kebuka itu aplikasi. Ini kira kira kenapa ya? Mohon penjelasannya 🙏",4,Positif
Revisi Stars..... Banyak toko yg masih menipu walau uang bisa dikembalikan namun kita pembeli agak trauma. Untuk yg pay later dan s pinjam sangat bersyukur banget karena TIDAK DI ACC kkwkwwkk jadi gk nambah2 hutang. Thanks Shopee and uninstall,1,Negatif
"Fitur swipe gambar produk sangat mengganggu karena saat saya ingin menggeser ke bawah, justru gambar produk yang terswipe ke samping.",2,Negatif
"Belom pernah kecewa beli barang di apk ini, sekalia ga sesuai paling kegedean ajah jadi harus dikecilin.. Tingaktkan terus apk nya, perketat lagi untuk yg jualan melalui shopee.. Terimakasih",5,Positif
"Sekarang sistem Shopee kok ngak bisa diubah sih expedisinya padahal enak kalo bisa diubah bisa milih pake expedisi j&t karena cepat pengirimannya, semenjak otomatis sistem expedisinya jadi males belanja di Shopee karena selalu pakai expedisi Shopee xpress males banget karena lama pengirimannya bisa sampe 10 harian apalagi kalo pake hemat bisa nyampe 20 hari, sampe sering ku cancel kalo expedisinya pakai Shopee Xpress.",3,
"Perbaiki sistem Expedisinya, kalau bisa di evaluasi sampai ke titik paling bawah. Pengiriman SPX tidak merata dalam meyalani pelanggan. Ada yg mendapatkan pengiriman yg baik ada yg selalu mendapatkan kedala dalam pengiriman. Dri mulai Expedisinya hingga Kurirnya.. Barang saya sudah lewat estimasi pdhl pengiriman Reguler hampir 2 minggu, tpi skrg sudah masuk 15 hari belum sampai. Pengembalian dana belum di tinjau. Saya sangat kecewa terhadap Shoppe kali ini",1,Negatif
Semenjak di update ga bisa rubah jasa pengiriman karena sudah diatur sistem shopee biasanya kalau masih dikemas penjual belum mengatur pengiriman masih biss dirubah jasa kirimnya ini ga bisa suka yg dulu nyesel update,4,Positif
"payah skrg ni aplikasi paket saya pertama sudah seminggu lebih menunggu tiba2 di nyatakan hilang gara2 pakai jasa kirim Spx,skrg saya pesan lagi tuh paket di bawa ksana ksni tempat sortir dan sudah seminggu blm sampai ke rmh juga! ga rating bgt skrg jasa kirim nya. bikin kesal. tolong pihak shope di rubah lagi untuk fitur jasa kirim nya seperti dlu lagi.banyak merugikan org lain yg tadinya enak pakai aplikasi ini, di kecewakan dengan pihak jasa kirimnya. tolong di perbaiki lagi.",1,Negatif
Kenapa Akun shopeepaylater saya di bekukan sudah 1 tahun lebih dan tidak bisa di gunakan sedangkan saya sering pakai untuk melakukan pembayaran PDAM PULSA DAN PAKET DATA. JIKA SUDAH TIDAK BISA DI GUNAKAN MENDING HAPUS AKUN SHOPEE AJA!,1,Negatif
"Tolong untuk jaringan shopee live di perbaiki setiap buat live produk suka tidak stabil pada hal pakai Indihome, mohon di perbaiki aplikasinya, tolong segera di selesaikan ya ini penting sekali. Pada hal selain shopee jaringan nya stabil. Terima kasih",4,Positif
Hallo.... Saya inggin menanyakan kenapa ya sekarang pengiriman brng nya terlalu lama hinga memakan waktu hingga 10 hari bahkan lebih....... Saya agak sedikit kecewa Karana brang brng saya mengalami keterlambatan/ ( pengiriman pesanan membutuhkan waktu lebih lama ). Padahal sebelum sebelum nya sangat cepat pengiriman nya. Walau pun mengunakan opsi pengiriman ( Hemat ) Mohon untuk owner shoppi untuk di tingkat kan kecepatan pengiriman nya seperti dulu. Terimakasih 🙏🏻,5,Positif
"Shoope pengiriman ya yg sekarang cuma shoopeexpres,percuma pengiriman lama banget bisa 3 sampai 5 hari,padahal jnt dan pengerimanya lebih cepat.lama kelamaan saya pindah online shoop di lazada atau Tokopedia.",1,Negatif
"saya suka shope karena mudah dan bnyk geratis ongkir , cuma kurang suka dengan expedisi /kurir shope , kalau tidak di antar tidak menelpon ,tiba"" barang d return, sama kalau nyampe harus banget di poto orang nya 😏 gk kaya J&T tinggal poto paket nya aja cukup",5,Positif
6 Tahun jualan.. Sekali membuat ulasan. Langsung kena 18 point. Padahal sebelum nya tidak pernah membuat kesalahan. Dan kalau beli. Ga bisa di ganti jasa kirim nya. Siap siap jasa kirim lain. Mau di dupak pelan2. Lihat saja 2-3 tahun....,1,Negatif
"Dear Shopee, tolong dong jasa pengiriman SPX kalo memang wajib digunakan dan ga bisa diganti ke ekspedisi lain, layanan nya lebih ditingkatkan lagi, nyampe nya lamaaaa banget. Saya selalu gunain JNT ga pernah ada masalah, sekarang kalo belanja otomatis jasa kirim nya SPX dan ga bisa diubah .. 😔😔",3,
Sebenarnya aplikasi shope ini bagus aku belanja udah ccok di shope blom pernah blnja di aplikasi laen cm kenapa y akhir2 ini klo buka menu trs mau co atau simpen brng di keranjang sk minta verifikasi terus jadi nya suka sebel sendiri..😒,5,Positif
"Kalo bisa ngasih -1 bintang saya kasih ini aplikasi Alasanya karena udah ada 1 minggu beli barang kagak sampe sampe.ku chat pihak Shopee nya ada sekitar 4 atau 5 harian itupun chat nya rutin kagak ada respon katanya masih di urus ini itu nya Jujur kalo bukan sistem yang COD gak akan saya pake ini Udah pengirimannya lama, ketunda tunda pengiriman nya , nunggu lama, respon nya lama Sekian dan Terima kasih Gak guna ini aplikasi! Kebanyakan iklannya di bandingkan perbaiki aplikasi nya sendiri!",1,Negatif
"Ini aplikasi belanja favorit, tpi sayang makin kesini app nya sering bgt ngelag, bahkan blank, pdhl sinyal wifi kenceng, pake data juga jaringan nya bagus, gatau kebanyakan fitur di app nya atau apa tpi jujur ini bikin kesel bgt, tolong diperbaiki ya, sayang bgt soalnya pasti bnyk pengguna lain yg pake dan mengalami hal yg sama",3,
Hallo ka maaf sebelumnya kenapa ya akun shoppe ku di kolom chat nya ga muncul dan harus login terlebih dulu tapi sudah ku login malah sistem sedang gangguan terus padahal sudah berhari hari aku tunggu tapi tetap sama aja masih sistem sedang gangguan kalo seperti itu bagaimana ya ka solusi nya?.,3,
"Bintang ganti 1 dulu karena tampilan dibagian pesanan, pengiriman sangat tidak nyaman seperti biasanya. Tidak langsung kelihatan sudah dikirim apa belum. Justru lebih bagus tampilan sebelumnya",1,Negatif
"Ada apa dengan sistem shopee yg sekarang?? Padahal dari dulu sampe sekarang gapernah pindah² buat belanja online karna sistemnya nyaman, dan baru kemaren ini aku belanja hari ini aku buka shopee gabisa kebuka sampe aku instal ulang 3 kali pun masih ttp gabisa kebuka padahal mau cek paketan udah sampe mana. Tolong dong shopee sistem nya di perbaiki lagi kita² yg biasa pake shopee biar ttp nyaman belanjanya 🙏🏻",2,Negatif
"Makin kesini bukan makin baik kok makin jadi ribet ya, sudah bagus-bagus ada tampilan pilihan jasa kirim nya ini malah di hilangkan dan random, apa bagusnya lg dr shope klau jasa kirim uda random dan kita gak bisa pilih, barang kita mestinya cepet sampai serasa jd lama karna tidak bisa pikih jasa kirim sendiri, tolong dong kembalikan pilihan pengirimannya apa bedanya shope dari toko lain gak ada specialnya lagi, makin di update makin parah aja fiturnya!!!",1,Negatif
"Barang sering dinyatakan hilang. Mau ganti expedisi lain tidak bisa karena yang disediakan cuma spx jadi mau tidak mau harus pakai spx. Kadang barang sampai tapi sudah bekas di lakban kembali, dan sering ada bekas sobeknya, entah di intip atau apa.",1,Negatif
Saya pengguna setia shopee sangat kecewa akhir akhir ini ekspedisi banyak keterlambatan dan lalai dan Fitur ubah ekspedisi pun di nonaktifkan!! Akhirnya saya pindah ke aplikasi sebelah,3,
Setelah dilakukan update..ternyata ekspedisi tidak bisa dirubah..dan langsung ke spx..padahal sy tidak mau pakai spx..apakah ini pertanda harus di unistal apliaksinya..katanya 1 jam setelah pembayaran bisa diganti ekspedisinya..nyatanya tidak..dan tidak akan pernah bisa diganti karena sudah kebijakan,1,Negatif
"Sekarang udah ga bisa pilih ekspedisi kayak dulu, bisa pun malah jadi ga dapat gratis ongkir. Ekspedisi default gratis ongkir (Shopee Express) udah lemot malah ga bisa pilih yang lain pula dengan gratis ongkir",1,Negatif
Rating di turunkan.. karena fitur baru mengenai expedisi yg di buat secara random.. Kalau kita pilih expedisi langganan kita malah kena biaya normal... not good lah kalau ini sih...,3,
"Kalau ga niat bikin promo gausah. Vcr tidak bisa digunakan malah beralasan apk blm update (pdhl sudah), harus restart segala macam. Di cekk dimana eror nya. Ketentuan sudah sesuai malah gabisa pakai. Payah.",1,Negatif
"Kak saya sebagai pengguna shopee d member platinum mohon, tolong kembalikan fitur ubah expedisi, biar para buyer bisa memilih expedisi nya sendiri dengan kecepatan dan keamanan dalam pengiriman. Saya merasakan expedisi dr pihak Shopee sangat lambat dan kemanan barangnya kurang. Semoga di respon agar pengguna apl tidak kecewa.",3,
Ni Shopee kek taik dah...wifi/data gua lancar2 aja tapi loadingnya lama beut anying...di hp lain pun sama...mau jaringan nya lancar loadingnya beuh lama bet...dan suka error kalau mau check out...suka error ( mohon periksa jaringan anda) taik bgt sumpah..jaringan gw lancar2 aja tetep loading mau wifi hotel/kuota/wifi sendiri tetep lag kalau buka Shopee...mohon apk ini di persedikit pemakaian jaringannya...kasian orang yang punya kuota ga bisa kebuka/loading. Padahal jaringan nya lancar banget🥲,1,Negatif
terimakasih kak sudah diperbaiki atas tempo pinjaman tapi kenapa ini tiap cek out produk harga produk yg diklik dan yang mau dicek out berbeda ? waktu dicek dapat potongan pas mau cek out harga kembali ke harga normal 😖,3,
". Makin kesini makin kesana ,, begitu masuk beranda video2 terputar dgn otomatis , tidak ada pengaturan pemutaran video otomatis , klo ngga penting2 bnget malas scrol2 dishopee , kebanyakan video putar otomatis ..",2,Negatif
"Kak bisa gk kalau barang yang mau di kirim di cek dulu saya di Tipu mulu oleh toko toko nya, biar shoope lebih bagus dan terbukti asli dari barangnya, prioritas barang harus di cek terlebih dahulu sebelum dikirim kalau barang nya tidak sesuai untuk pembeli beritahu ke akun yang membeli barang nya, dan akun yang menjual harus di hapus agar pembeli puas untuk membeli produk yang lain, di takut Kan kalo toko² lain nipu mulu ke pembeli, shopee akan berkurang peminatnya. Itu saran saya kak",1,Negatif
"setelah update terbaru beberapa fitur berubah. Sperti pemilih merubah jasa pengiriman, dulu setelah pembayaran sekarang malah sebelum cekout barang. Terkadang untuk kode promosi gratis ongkir malah ikut ngk bisa terpakai klo milih jasa kurir sendiri. Jasa kurir recommended shopee malah dipilih jasa kurir yg lelet padahal reguler, tidak semua jasa kurir sama cepat nya di tiap kabupaten kota. Untuk tampilan layout aplikasi tdk banyak perubahan, tapi masih lebih baik seblum update.",1,Negatif
"parah banget sekarang shopee, ekspedisi harus dia yg tentuin, pakai SPX pula yg udah jelas"" selalu bermasalah di kurir nya dan selalu dapat rating jelek, mau ganti ekspedisi harus bayar tidak ada lagi gratis, fix gak bakal belanja disini lagi, sudah mudah di buat ribet dan makin kesini juga semakin cari untung terus, sekarang malah soal ekspedisi yg di otak atik, plisss lah kalau mau tetap di percaya sama customer tolong jgn banyak perubahan"" yg sangat merugikan customer.",1,Negatif
"Percuma sering belanja pake Spaylater, karna handphone ilang terus ada kurungan 1 bulan dan udah dilunasi tetap aja dibekukan, udah mengajukan banding katanya mau ditinjau sampe sekarang ga ada hasil, padahal masih perlu.",3,
makin kesini makin kesanaa.... makin aneh... kayak aplikasi lawas pemilihan pengirimannya... trus klo milih sndri g dapat freeongkir... klo rekomendasi dari shopee. benar² tidak rekomend.... huhuhu,4,Positif
"Sekarang shopee ga seperti dulu bisa ubah exspedisi sendiri ,,kalau sekarang mau ubah harus tambah ongkir lagi. Kembalikan shopee seperti dulu lagi belum lagi sekarang biaya ada layanan nya juga . Terimakasih",5,Positif
"hadeee kenpa menu pilih pengiriman itu di hilangkan apahal bagus klw ada menu itu,,,untuk pilih jasa pengiriman karen tidak semua jasa pengiriman itu bagus..karna apa tdk bagus ada jasa tertentu yg tdk mau kirimkn paket ke tempat saya...saya yg harus pergi ambil sendiri,,pada hal ongkir sdh d bayar. klw bisa kembalikan lagi menu pilih jasa pengiriman.",1,Negatif
"Tampilan updetan yang sekarang 9.9 kok jelek banget ya, tampilan kemas, di kirim, dll kok jadi lebih besar ? di lacak, hubungi penjual juga lebih besar tampilannya. Gak enak banget di lihat, masih lebih bagus tampilan sebelumnya, jadi gak bikin full layar juga",4,Positif
buat aplikasi shopee . saya sering belanjan kebanyakn barang yg di jual tidak sesuai yg di pesan yg datang hanya barang tiruan alias tidak sesuai gambar .saking tega nya penjual tidak di meng hargai nya pembeli yg dikirim asal asalan .sangt mengecewakan belanja online banyak brng yg tidak sesuai harapan . memang harga ta seberpa tapi pilihan itu brharga,1,Negatif
"tolong untuk aplikasi lebih di perbaiki lagi karena ada beberapa kendala saat buka aplikasinya. mulai dari scrolling, lihat keranjang, masuk ke profil, dan hampir semua aktivitas di aplikasi nge-bug dan lambat. saya sudah update dan jaringan saya stabil, tetapi tidak ada perubahan disitu. tolong di perbaiki dan di tinjau kembali. nanti kalau sudah membaik saya edit ulasan☺️",1,Negatif
Apk nya bagus .. yang jelek itu pengirimannya lama .. sama proses pengemasan bisa sampai 5hari .. tolong dong ini di tingkatkan lagi kualitasnya.. biasanya juga pengiriman 2hari nyampe ini sekarang pesan Kamis sampai Senin masih di kemas terus .. tolong penjual yang minus di blacklist saja,3,
"Shopee, tolong kembalikan fitur ubah ekspedisi pengirimannya. Saya sebagai langganan setia Shopee Xpress yang selalu satset greget kalo ekpedisi lain. Kalau sama satsetnya masih oke, tapi ekpedisi yang mode slowmotion ini meresahkan. Tolonglah kembalikan fitur ubah ekpedisinya",5,Positif
"dari dulu suka banget pake shopee, tapi skrg jadi males walaupun promo ongkir banyak, karena otomatis expedisinya pake SPX, sdgkn di daerah ku SPX payah banget, paket"" banyak yg ditimbun di gudang gak pernah di antar tau tau di retur, malah jadi bikin susah kita,apalgi kalo udah bayar jadi ribet banget",2,Negatif
Spx jadi lambat banget.. mana ga bisa pilih kurir yang di inginkan. Di paksa harus pake spx sedangkan lambat. Estimasi melebihin batas sedangkan voucher 10rb garansi tiba ikut mundur tanggalnya. Kan curang sekali,1,Negatif
"Selama ini belanja di Shopee aman² saja. Barang dikembalikan tanpa diterima sudah sering. Kami tidak komplain. Tapi hanya krn salah upload foto barang yg ada resinya, tiba² Shopee telpon via WA dengan mengancam akan membengkakkan biaya tagihan. Saya sungguh kecewa.",1,Negatif
Shope sudah membuat kecewa buat isi pulsa yang sudah biasa isi pake nomer sendiri tiba² berubah nomer orang lain dan hal hasil ilang 100k kalo di bilang teledor iya emang tapi kita yang udah sering biasa ngiri pasti ya langsung kirim aja tanpa liat nomer lagi knpa si bisa bisanya berubah ke nomer orang lain!!!!!!!,1,Negatif
Barang yg dijual memang berkualitas. Tapi lama kelamaan biaya untuk pelayanannya engga masuk akal terlalu mahal dan banyak bgt. Apalagi klo pesan shopee foodnya. Tolonglah untuk biaya pelayanan jgn mahal² dan kebanyakan untuk customer. Percuma ada voucher gratis lainnya tpi di bengkak dibiaya layanan. Makasih,1,Negatif
"Aplikasi shopee adalah aplikasi yg sangat bagus untuk berbelanja dan bertransaksi. Tpi setelah saya tahu bahwa Shopee pay mengambil duit saya, perlahan saya biarin tpi skrng saya harus kasi tahu. Shopee pay pernah beberapa kali makan duit saya di akun shopee. Sekali comot sampe 2/5 rb. Ini kebijakannya gimana perusahaan ini. Software Developernya tolong buatkan presentasikan review saya untuk melihat kelayakan fitur keuangan di shopee. Terutama shopee pay.",1,Negatif
"Sekarang pengiriman menjadi sangat lambat karena saat check out ekspedisi otomatis ditentukan oleh shopee jadi kalau seandainya dapat ekspedisi yang tidak jelas seperti: si cepat, id ekspres, & anteraja pengiriman jadi sangat lambat. Kalau dulu saat check out ekspedisi ditentukan oleh pembeli jadi bisa memilih ekspedisi yang jelas seperti : pos, jne, j&t, dan spx.",1,Negatif
"Kecewa dengan shopee, sekarang expedisi nya ditentukan ke SPX, expedisi yg lain tidak bisa pakai voucher gratis ongkir, ini bukan kebijakan untuk pelanggan tapi kebijakan untuk pihak shopee. Tolong kembalikan seperti dulu yg expedisi nya semua bisa pakai gratis ongkir, Expedisi SPX sangat lama pengiriman nya, tolong kembalikan seperti dulu.",1,Negatif
Pesan q buat pihak shoppe agar sllu dipertahankan untuk jasa kirim nya.. seperti J&T atau JNE.. ini setiap mau beli apa2 pengiriman yang muncul selalu spx.. pengiriman nya lama... AQ langganan d.shoppe udh lama.. skrng semenjak ada spx kdng jdi MLS...,5,Positif
"6.6 kalu saya beri 2 bintang. Sekarang 13.8 masih saya beri 2 bintang. Kenapa? Karena shopee se enaknya menggunakan pilihan expedisi SPX tanpa bisa di ubah lg. Klu pun di ubah voucher gratis ongkir jd tdk bisa di gunakan & harus berbayar jika menggunaakan expedisi lain.. Sedangkan SPX di tempat saya pelayanannya sangat buruk. Tidak ada konfirmasi barang dr kurir,kadang keterangan paket penerima tidak ada (padahal di rumah) & hal buruk lainnya. Mohon di kembalikan seperti semula 🙏🙏",2,Negatif
"Seharusnya kalian sadar kenapa orang"" pada ngeluh,,,terutama pengiriman kalian super lama, gak seperti dulu, semenjak pengirimannya dialihkan melalui spx ini, serah kalian dehh kalo seperti ini terus, saya pun jadi malas belanja di Shopee padahal dari dulu aplikasi ini yg saya pake nggak pernah yg lain....ngak mau terima alasan apapun sistem kalian yg memang bermasalah",1,Negatif
"sdh lebih 7 tahun setia di Shoppe tp skrg kecewa banget!!! ekspedisinya tidak bisa lagi di rubah ke J&T, kalaupun bisa ada biayanya. Shoppe Express bikin kecewa, kurirnya sangat lelet dan tidak responsif. Bintang 1 lah yaaaa....",1,Negatif
"Parah banget sih skrg, shopee udah ga kayak dulu bisa pilih ekspedisi sendiri. Ngaco skrg SPX mulu, nyampainya lama bgt. Yang biasanya pakai jnt 5-7 hari, skrg SPX mau 20 hari baru sampai. Bisa ga sih masalah opsi pengiriman (ekspedisi) di ubah kayak dulu lagi, pembeli bisa nentuin sendiri mau pakai ekspedisi apa.",2,Negatif
"Tidak ada opsi rubah jasa pengiriman. Mengakibatkan barang datang terlambat dan sering bermasalah di ekpedisi. Terjadi perubahan harga yg signifikan di ongkir ketika memilih opsi ekspedisi lain. Jika shopee tidak melakukan perbaikan, saya kira pelayanan buruk sekali...!!!",1,Negatif
"Kenapa ketika mau order pilih ekspedisi tidak bisa, padahal penjual sudah aktifin jasa pengiriman J&T, tapi kenapa yang muncul cuma SPX aja, tolong dong dibikin fleksibel kaya dulu lagi kak. Padahal sudah nyaman pakai shopee tapi kenapa sekarang malah ribet. Terimakasih",1,Negatif
"Tolong ekspedisi yang lambat -lambat mending di blacklist aja dari shopee, ekspedisi yg rutenya kacau. Dari jakarta timur di lempar ke banyumas, Tegal lalu kembali ke bandung. Ada beberapa toko yg tidak bisa di rubah ekspedisi nya, kalo saja ada SPX atau ga JNT, ini SICEPAT Tapi lemot banget. Meskipun ada garansi waktu tetap saja, sangat mengecewakan, jangan sampai kasih rating buruk ke pihak tokonya.",1,Negatif
